,Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweet URL,Tweets Ago
5,0.0,Sat Apr 28 21:15:07 +0000 2018,0.0,1.0,0.0,"""Every time I encounter lovers,"" the French photographer Willy Ronis said, ""my camera smiles."" https://t.co/yxnUvRD3Jh",http://t.co/ahvuWqicF9,6
6,-0.6705,Sat Apr 28 20:59:03 +0000 2018,0.191,0.809,0.0,"Diante Yarber was killed by the police in a Walmart parking lot on April 5 in Barstow, Calif. Officials have refuse… https://t.co/XlauT4CTdL",http://t.co/ahvuWqicF9,7
7,-0.6124,Sat Apr 28 20:45:03 +0000 2018,0.254,0.67,0.076,President Trump is privately rejecting the growing consensus among Republican leaders that they may lose the House… https://t.co/ESFWArEnCe,http://t.co/ahvuWqicF9,8
8,0.4404,Sat Apr 28 20:30:11 +0000 2018,0.0,0.884,0.116,"Opinion: ""The good news is that more and more cities are deciding to wrest control of their streets back from the t… https://t.co/vjqXPneReS",http://t.co/ahvuWqicF9,9
9,-0.3246,Sat Apr 28 20:14:07 +0000 2018,0.231,0.582,0.188,"Grace Mave, 12, barely survived an assault on her village in Congo in which her mom and siblings died. The attacker… https://t.co/bNzjp3x5DN",http://t.co/ahvuWqicF9,10
10,-0.6369,Sat Apr 28 19:59:05 +0000 2018,0.245,0.755,0.0,"A fire broke out in a 33-story high-rise under construction in Baku, Azerbaijan, that was once called “Donald Trump… https://t.co/nX57OO0dbw",http://t.co/ahvuWqicF9,11
11,0.4404,Sat Apr 28 19:54:58 +0000 2018,0.0,0.873,0.127,"On the way to a work dinner, 2 senior men at Nike debated whether L.A. or Portland had better strip clubs, accordin… https://t.co/7n2qPQBpD6",http://t.co/ahvuWqicF9,12
12,-0.5423,Sat Apr 28 19:45:08 +0000 2018,0.184,0.816,0.0,"Five years ago, Pope Francis was elected to be an agent of change within a church shaken by scandals. He quickly be… https://t.co/4Nd7KZwrvf",http://t.co/ahvuWqicF9,13
13,0.0,Sat Apr 28 19:29:46 +0000 2018,0.0,1.0,0.0,"For too many women, life inside Nike had turned toxic. So a group of women there started a small revolt. https://t.co/zRXZoLFQoj",http://t.co/ahvuWqicF9,14
14,0.4939,Sat Apr 28 19:14:04 +0000 2018,0.0,0.849,0.151,"Ludwig Bemelmans said that Madeline was inspired by his mother, wife and daughter. “But,” his grandson wrote after… https://t.co/siGfgOMu5E",http://t.co/ahvuWqicF9,15
15,-0.7519,Sat Apr 28 18:59:02 +0000 2018,0.335,0.512,0.153,"“I have not been exempt from being dumb or cruel or hurtful to the very people I want to advocate for,” Joy Reid sa… https://t.co/8X7I4yMXYa",http://t.co/ahvuWqicF9,16
16,0.0,Sat Apr 28 18:45:09 +0000 2018,0.0,1.0,0.0,Archaeologists in Peru say they have found evidence of what could be one of the world’s largest single cases of chi… https://t.co/kwFGxAlE02,http://t.co/ahvuWqicF9,17
17,0.0,Sat Apr 28 18:30:05 +0000 2018,0.0,1.0,0.0,A memorial in Alabama demands a reckoning with one of America's least recognized atrocities: the lynching of thousa… https://t.co/r013G4cH10,http://t.co/ahvuWqicF9,18
18,0.3581,Sat Apr 28 18:14:01 +0000 2018,0.16,0.593,0.247,"“My gladiator lay down his shield and gained his wings at 02.30 a.m. Absolutely heartbroken. I love you, my guy.” https://t.co/1Xt9sRaarg",http://t.co/ahvuWqicF9,19
19,-0.5859,Sat Apr 28 17:59:03 +0000 2018,0.242,0.758,0.0,"Could the G.O.P. lose Congress? President Trump has privately dismissed concerns, leaving officials nervous about h… https://t.co/3yMpgG1sGS",http://t.co/ahvuWqicF9,20
20,0.0,Sat Apr 28 17:45:04 +0000 2018,0.0,1.0,0.0,👸🏻+🤴🏻https://t.co/wjIfFVGXWY,http://t.co/ahvuWqicF9,21
21,-0.8591,Sat Apr 28 17:30:11 +0000 2018,0.298,0.702,0.0,The Golden State Killer’s barrage of rapes and murders began in a gold mining area east of Sacramento in 1976. By 1… https://t.co/S1k1HzYTpA,http://t.co/ahvuWqicF9,22
22,-0.6597,Sat Apr 28 17:16:04 +0000 2018,0.216,0.784,0.0,"Opinion: Two scientists write that ""a worldwide catastrophe is underway among an extraordinary group of birds."" https://t.co/7rdAQMMsvv",http://t.co/ahvuWqicF9,23
23,0.0,Sat Apr 28 17:01:02 +0000 2018,0.0,1.0,0.0,"Brock Crouch ended up on a bulge of snow that snapped underneath him. Then, he fell out of sight. https://t.co/fYhaq9YA3a",http://t.co/ahvuWqicF9,24
24,-0.8555,Sat Apr 28 16:49:01 +0000 2018,0.332,0.594,0.073,"“He was extremely wily.” 

How a serial rapist and murderer in California flaunted his power as well as his belief… https://t.co/ZMxoC5aHjQ",http://t.co/ahvuWqicF9,25
25,-0.2263,Sat Apr 28 16:43:37 +0000 2018,0.115,0.809,0.077,"RT @jmartNYT: NEW: Top Republicans, including McConnell, increasingly believe they may lose both the House &amp; Senate, are pleading w Trump o…",http://t.co/ahvuWqicF9,26
26,0.3818,Sat Apr 28 16:30:07 +0000 2018,0.0,0.894,0.106,“It’s clear that we’re going to have to remove carbon dioxide from the atmosphere. And we’re going to have to do it… https://t.co/ooAcW9CM7f,http://t.co/ahvuWqicF9,27
27,-0.296,Sat Apr 28 16:15:04 +0000 2018,0.155,0.845,0.0,"The week's most notable new songs and videos, chosen by @nytimesmusic critics https://t.co/R4vFkPHCjf",http://t.co/ahvuWqicF9,28
28,0.0,Sat Apr 28 15:59:04 +0000 2018,0.0,1.0,0.0,"Senator Jon Tester helped thwart the cabinet nomination of Dr. Ronny Jackson. 

President Donald Trump made it clea… https://t.co/xk6FJyNynM",http://t.co/ahvuWqicF9,29
29,-0.5423,Sat Apr 28 15:45:07 +0000 2018,0.179,0.821,0.0,"The official story of Ricky Boyd’s fatal encounter with law enforcement officers changed, then changed again https://t.co/WOkdcO1jeI",http://t.co/ahvuWqicF9,30
30,0.5267,Sat Apr 28 15:31:06 +0000 2018,0.123,0.599,0.278,“I realized I had the strength to look in the face of somebody who would commit a crime like this.” — Lise-Lotte Lu… https://t.co/Uf395wsfpk,http://t.co/ahvuWqicF9,31
31,0.0,Sat Apr 28 15:17:05 +0000 2018,0.0,1.0,0.0,Bob Dylan is getting into the whiskey business with a brand called Heaven's Door — yet another career twist in 5 de… https://t.co/yFbALkL2pf,http://t.co/ahvuWqicF9,32
32,-0.4404,Sat Apr 28 14:59:05 +0000 2018,0.132,0.868,0.0,"The $375,000 salary for the new CDC director has come under criticism from Senate Democrats and watchdog groups. He… https://t.co/d57yWPFnUU",http://t.co/ahvuWqicF9,33
33,0.0,Sat Apr 28 14:45:08 +0000 2018,0.0,1.0,0.0,Koreans set the table for a deal. Will President Trump be able to close it? https://t.co/CvOfIJmjTy,http://t.co/ahvuWqicF9,34
34,0.0,Sat Apr 28 14:30:06 +0000 2018,0.0,1.0,0.0,Speaker Paul Ryan’s decision to dismiss the House chaplain has caused a firestorm on Capitol Hill https://t.co/5ODA2FXsc0,http://t.co/ahvuWqicF9,35
35,-0.4019,Sat Apr 28 14:17:03 +0000 2018,0.191,0.651,0.158,"A relentless tide of people are fleeing the deepening economic crisis in Venezuela, testing Brazil's tolerance for… https://t.co/ZiQzFqwUmu",http://t.co/ahvuWqicF9,36
36,0.6249,Sat Apr 28 14:02:05 +0000 2018,0.0,0.661,0.339,"11 great titles expiring from Netflix in May
https://t.co/f7Bn552i3J",http://t.co/ahvuWqicF9,37
37,-0.8074,Sat Apr 28 13:56:45 +0000 2018,0.43,0.57,0.0,Trump Calls on Montana Democrat to Resign in Fight Over Failed V.A. Nomination https://t.co/5N3UGByvxn,http://t.co/ahvuWqicF9,38
38,-0.7184,Sat Apr 28 13:41:04 +0000 2018,0.25,0.75,0.0,"In the Hart household, any act of insubordination could be severely punished. The children knew this all too well,… https://t.co/JLnQ5pGQum",http://t.co/ahvuWqicF9,39
39,-0.5423,Sat Apr 28 13:21:06 +0000 2018,0.178,0.747,0.075,Should genealogy databases be used to solve crimes? The Golden State Killer case has set off a debate over privacy… https://t.co/5Yw2PfGAGQ,http://t.co/ahvuWqicF9,40
40,0.5574,Sat Apr 28 13:20:08 +0000 2018,0.0,0.714,0.286,"Korean Accord Draws Praise, and Caution, From North’s Neighbors https://t.co/TajSG38uGN",http://t.co/ahvuWqicF9,41
41,0.0,Sat Apr 28 13:14:51 +0000 2018,0.0,1.0,0.0,Why One Woman Testified Against Bill Cosby: ‘I Had the Strength’ https://t.co/xCzWD9aI4P,http://t.co/ahvuWqicF9,42
42,0.0,Sat Apr 28 13:02:02 +0000 2018,0.0,1.0,0.0,"Six months ago, a parks official came across 2 boxes that had been sitting around for decades. Inside were 2,924 sl… https://t.co/9R2JZ4Mt1U",http://t.co/ahvuWqicF9,43
43,0.1027,Sat Apr 28 12:41:03 +0000 2018,0.208,0.519,0.274,The Ethicist: I'm a 73-year-old cancer survivor. Is it ethical to get a kidney transplant? https://t.co/cBGck0mmFs,http://t.co/ahvuWqicF9,44
44,0.7579,Sat Apr 28 12:35:36 +0000 2018,0.0,0.649,0.351,"The Week in Good News: The Waffle House Hero, a Dachshund Museum, a Royal Baby https://t.co/Zlqb4Pp0sO",http://t.co/ahvuWqicF9,45
45,0.8271,Sat Apr 28 12:21:05 +0000 2018,0.0,0.722,0.278,"The math of frequent-flier miles may not always add up, but perks like free checked bags have people flocking to tr… https://t.co/LnEc2DZjHw",http://t.co/ahvuWqicF9,46
46,0.0,Sat Apr 28 12:02:05 +0000 2018,0.0,1.0,0.0,This simple side dish takes only 15 minutes to make https://t.co/4vNZl5jz67,http://t.co/ahvuWqicF9,47
47,0.0,Sat Apr 28 11:41:02 +0000 2018,0.0,1.0,0.0,"Mark your calendars, New Jersey: November 17 will be Danny DeVito Day. https://t.co/m5aWcxfdl8",http://t.co/ahvuWqicF9,48
48,0.4939,Sat Apr 28 11:21:03 +0000 2018,0.0,0.868,0.132,"RT @NYTStyles: Ludwig Bemelmans said that Madeline was inspired by his mother, wife and daughter. “But,” his grandson wrote after his death…",http://t.co/ahvuWqicF9,49
49,-0.3818,Sat Apr 28 11:02:02 +0000 2018,0.12,0.88,0.0,"She desperately wanted to move in to a retirement community.
He told her he'd ""sit in the burned-out, firebombed ru… https://t.co/BEyKYYzdq1",http://t.co/ahvuWqicF9,50
50,0.4939,Sat Apr 28 10:32:05 +0000 2018,0.0,0.856,0.144,"RT @nytopinion: Job title: Mother. You will enjoy a bunch of superficial attention and lip service from culture, advertisers and politician…",http://t.co/ahvuWqicF9,51
51,0.0,Sat Apr 28 10:20:34 +0000 2018,0.0,1.0,0.0,The Landmarks That Made New York a Cultural Capital https://t.co/8mehOC3uiy,http://t.co/ahvuWqicF9,52
52,-0.3612,Sat Apr 28 10:17:37 +0000 2018,0.217,0.783,0.0,"A Word With: For Charlize Theron, Motherhood Is Messy Business https://t.co/jwqiU4F99f",http://t.co/ahvuWqicF9,53
53,-0.8126,Sat Apr 28 10:02:06 +0000 2018,0.425,0.575,0.0,"To catch a killer: a fake profile on a DNA site and a pristine sample
https://t.co/xHTGc0znUq",http://t.co/ahvuWqicF9,54
54,0.0772,Sat Apr 28 09:52:54 +0000 2018,0.0,0.86,0.14,Irish Voters Speak Out on Landmark Abortion Referendum https://t.co/ABK4sJpEqe,http://t.co/ahvuWqicF9,55
55,0.6369,Sat Apr 28 09:50:25 +0000 2018,0.0,0.724,0.276,Kenya Bans Film About 2 Girls in Love Because It’s ‘Too Hopeful’ https://t.co/V4AVLDpZH1,http://t.co/ahvuWqicF9,56
56,0.4215,Sat Apr 28 09:38:05 +0000 2018,0.0,0.872,0.128,"RT @nytimesworld: The anti-vaccine movement in the United States has spread to pets, prompting the British Veterinary Association to issue…",http://t.co/ahvuWqicF9,57
57,0.0,Sat Apr 28 09:21:06 +0000 2018,0.0,1.0,0.0,"RT @alanfeuer: You may have read bits &amp; pieces about the corruption probe that ensnared two Hasidic businessmen, the police, a hedge fund m…",http://t.co/ahvuWqicF9,58
58,0.0,Sat Apr 28 09:03:01 +0000 2018,0.0,1.0,0.0,What President Trump can expect from his trip to Britain https://t.co/VQEsabjcfg,http://t.co/ahvuWqicF9,59
59,0.0,Sat Apr 28 08:55:22 +0000 2018,0.0,1.0,0.0,The Year I Learned to Quit https://t.co/Ba8msQMkCM,http://t.co/ahvuWqicF9,60
60,-0.6597,Sat Apr 28 08:52:35 +0000 2018,0.329,0.671,0.0,"Alfie Evans, Terminally Ill British Toddler at Center of Court Fight, Dies https://t.co/OptTwlvsLs",http://t.co/ahvuWqicF9,61
61,0.0516,Sat Apr 28 08:34:04 +0000 2018,0.0,0.952,0.048,"RT @nytimesworld: Russia's ice roads are made in the fall by plowing insulating snow off the soil, allowing the cold air to freeze the bogg…",http://t.co/ahvuWqicF9,62
62,-0.3182,Sat Apr 28 08:10:54 +0000 2018,0.187,0.707,0.106,"RT @nytopinion: It’s possible now to envision a path away from war, and for that even us skeptics should be grateful, says @NickKristof htt…",http://t.co/ahvuWqicF9,63
63,0.7003,Sat Apr 28 07:54:02 +0000 2018,0.0,0.766,0.234,"RT @nytopinion: Inspired by a stunning look at polar bears, we are highlighting some of the wonders of nature this weekend https://t.co/gYN…",http://t.co/ahvuWqicF9,64
64,0.0,Sat Apr 28 07:37:04 +0000 2018,0.0,1.0,0.0,"RT @nytopinion: Watching Macron, @NYTimesCohen thinks: The world owes one to France, big time https://t.co/71TLbPnV73",http://t.co/ahvuWqicF9,65
65,-0.5106,Sat Apr 28 07:21:44 +0000 2018,0.155,0.845,0.0,This might explain why you think people are angry with you all the time – even when they're not https://t.co/I6ocQN8Nm3,http://t.co/ahvuWqicF9,66
66,0.7783,Sat Apr 28 07:05:35 +0000 2018,0.0,0.595,0.405,"There's a great way to get to know Paris: Walking, yes indeed https://t.co/J7rBe4NnHI",http://t.co/ahvuWqicF9,67
67,0.0,Sat Apr 28 06:47:13 +0000 2018,0.0,1.0,0.0,President Trump Is Coming to Britain. Here’s What He Can Expect. https://t.co/xjz06RXgeF,http://t.co/ahvuWqicF9,68
68,0.0,Sat Apr 28 06:33:02 +0000 2018,0.0,1.0,0.0,"RT @nytimesarts: ""Every time I encounter lovers,"" the French photographer Willy Ronis said, ""my camera smiles."" https://t.co/eNQrDL0yle",http://t.co/ahvuWqicF9,69
69,0.6705,Sat Apr 28 06:06:01 +0000 2018,0.0,0.8,0.2,"Abba: “We all felt that, after some 35 years, it could be fun to join forces again and go into the recording studio"" https://t.co/OCUmb9DQuf",http://t.co/ahvuWqicF9,70
70,0.5574,Sat Apr 28 05:49:14 +0000 2018,0.0,0.82,0.18,"""The 'Mona Lisa' has, to all meaningful intents and purposes, ceased to exist as an original work of art. It has be… https://t.co/wf72DEdIVh",http://t.co/ahvuWqicF9,71
71,0.0,Sat Apr 28 05:32:02 +0000 2018,0.0,1.0,0.0,"RT @DanBilefsky: During an 8-hour interview with all the drama of one of his films, the prolific Canadian film director @XDolan told me abo…",http://t.co/ahvuWqicF9,72
72,-0.7184,Sat Apr 28 05:15:51 +0000 2018,0.273,0.727,0.0,"Archaeologists in Sweden found victims of a 5th-century massacre where attackers used swords, axes and clubs to but… https://t.co/nII6B4wgTp",http://t.co/ahvuWqicF9,73
73,0.1779,Sat Apr 28 04:58:56 +0000 2018,0.0,0.909,0.091,"Amazon said it was raising the price of its Prime membership service 20%, to $119 from $99 https://t.co/yYcCvLOoA0",http://t.co/ahvuWqicF9,74
74,-0.8402,Sat Apr 28 04:42:03 +0000 2018,0.296,0.704,0.0,"RT @nytpolitics: The parents of Otto Warmbier have sued North Korea, alleging that it kidnapped, tortured and murdered their son https://t.…",http://t.co/ahvuWqicF9,75
75,0.0,Sat Apr 28 04:21:02 +0000 2018,0.0,1.0,0.0,"This fungus can respond to wind and touch, grow toward light and detect and navigate around objects placed above it… https://t.co/UvcVZWzYEV",http://t.co/ahvuWqicF9,76
76,0.8979,Sat Apr 28 04:02:03 +0000 2018,0.0,0.623,0.377,"A film about 2 girls in love, the first Kenyan film ever nominated for an award at Cannes Film Festival, is banned… https://t.co/hw7HeR7ntH",http://t.co/ahvuWqicF9,77
77,-0.8689,Sat Apr 28 03:47:03 +0000 2018,0.353,0.647,0.0,"RT @nytimesbusiness: Describing himself as ""angry, hurt and unmoored,"" Tom Brokaw denied an allegation that he harassed a former NBC News c…",http://t.co/ahvuWqicF9,78
78,0.4215,Sat Apr 28 03:32:01 +0000 2018,0.0,0.763,0.237,"""Have you met James? James saved a lot of lives."" https://t.co/llXGAsenX6",http://t.co/ahvuWqicF9,79
79,0.6697,Sat Apr 28 03:17:03 +0000 2018,0.0,0.82,0.18,RT @jakesNYT: Is Mr. Kim is really ready to make a deal? Or is he is betting - as most experts think - he can get help to normalize DPRK’s…,http://t.co/ahvuWqicF9,80
80,-0.4215,Sat Apr 28 03:02:05 +0000 2018,0.257,0.743,0.0,"Stormy Daniels lawsuit delayed as judge cites ""likely"" indictment of Michael Cohen https://t.co/vJShJ6Tf2Y",http://t.co/ahvuWqicF9,81
81,0.6705,Sat Apr 28 02:47:06 +0000 2018,0.0,0.8,0.2,"Abba: “We all felt that, after some 35 years, it could be fun to join forces again and go into the recording studio"" https://t.co/GMZD2K8oQ6",http://t.co/ahvuWqicF9,82
82,0.0,Sat Apr 28 02:32:07 +0000 2018,0.0,1.0,0.0,"""I am a lawyer, and I am an informant,"" said Natalia Veselnitskaya, the Russian lawyer who met with Trump campaign… https://t.co/3gLNX4jjcw",http://t.co/ahvuWqicF9,83
83,-0.7783,Sat Apr 28 02:17:02 +0000 2018,0.264,0.736,0.0,"RT @NYTNational: Brittany Oswell suffered a pulmonary embolism on an American Airlines flight from Hawaii. She later died, and her family h…",http://t.co/ahvuWqicF9,84
84,0.0,Sat Apr 28 02:02:03 +0000 2018,0.0,1.0,0.0,Speaker Paul Ryan’s decision to dismiss the House chaplain has caused a firestorm on Capitol Hill https://t.co/XNEZDvfWed,http://t.co/ahvuWqicF9,85
85,0.0,Sat Apr 28 01:47:05 +0000 2018,0.0,1.0,0.0,"5 takeaways from the House report on Russian election meddling
https://t.co/z5TKigmkAS",http://t.co/ahvuWqicF9,86
86,-0.5423,Sat Apr 28 01:32:07 +0000 2018,0.178,0.747,0.075,Should genealogy databases be used to solve crimes? The Golden State Killer case has set off a debate over privacy… https://t.co/nGQFL8EJBs,http://t.co/ahvuWqicF9,87
87,-0.8074,Sat Apr 28 01:17:04 +0000 2018,0.356,0.644,0.0,"RT @bankonjustin: For decades, the chilling Golden State Killer attacks hung over California communities. 

@MitchKSmith and I took a look…",http://t.co/ahvuWqicF9,88
88,0.0,Sat Apr 28 01:02:07 +0000 2018,0.0,1.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/ztidViKti8,http://t.co/ahvuWqicF9,89
89,0.5574,Sat Apr 28 00:47:05 +0000 2018,0.0,0.82,0.18,"""The 'Mona Lisa' has, to all meaningful intents and purposes, ceased to exist as an original work of art. It has be… https://t.co/q59O4gyp57",http://t.co/ahvuWqicF9,90
90,0.2732,Sat Apr 28 00:32:04 +0000 2018,0.087,0.731,0.183,A federal judge dismissed a lawsuit filed by Paul Manafort that tried to narrow the authority of the special counsel https://t.co/JKoCFjD1wl,http://t.co/ahvuWqicF9,91
91,0.25,Sat Apr 28 00:17:03 +0000 2018,0.0,0.929,0.071,RT @nytopinion: It’s even less likely that North Korea will give up its arsenal now that it sees Trump poised to tear up the Iran nuclear d…,http://t.co/ahvuWqicF9,92
92,0.3818,Sat Apr 28 00:02:01 +0000 2018,0.0,0.894,0.106,“It’s clear that we’re going to have to remove carbon dioxide from the atmosphere. And we’re going to have to do it… https://t.co/EaSgEUkIWb,http://t.co/ahvuWqicF9,93
93,0.0,Fri Apr 27 23:47:04 +0000 2018,0.0,1.0,0.0,Follow our live updates from the second night of the NFL draft https://t.co/BXyQCQfQxw,http://t.co/ahvuWqicF9,94
94,-0.8126,Fri Apr 27 23:32:04 +0000 2018,0.451,0.549,0.0,The Golden State Killer investigation relied on a fake DNA profile https://t.co/tloTpJS34Y,http://t.co/ahvuWqicF9,95
95,0.0,Fri Apr 27 23:17:04 +0000 2018,0.0,1.0,0.0,"RT @PamelaPaulNYT: Whiz! Bam! Boom! The New York Times Book Review debuts Graphic Content, our new column on graphic novels and comics: htt…",http://t.co/ahvuWqicF9,96
96,-0.3182,Fri Apr 27 23:02:04 +0000 2018,0.138,0.788,0.074,An EPA proposal to dramatically weaken car-emission standards could set up a legal clash with California. Here are… https://t.co/btSxayZncO,http://t.co/ahvuWqicF9,97
97,0.0,Fri Apr 27 22:47:03 +0000 2018,0.0,1.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/hLZPorp8G9,http://t.co/ahvuWqicF9,98
98,-0.4404,Fri Apr 27 22:32:06 +0000 2018,0.132,0.868,0.0,"The $375,000 salary for the new CDC director has come under criticism from Senate Democrats and watchdog groups. He… https://t.co/qFY0OAr623",http://t.co/ahvuWqicF9,99
99,-0.4215,Fri Apr 27 22:17:06 +0000 2018,0.229,0.638,0.133,What it felt like to follow the news of the Golden State Killer https://t.co/6yJRuq5r3Q,http://t.co/ahvuWqicF9,100
