,Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweet URL,Tweets Ago
0,-0.6369,Sat Apr 28 20:01:07 +0000 2018,0.25,0.652,0.098,"A crisis of plastic waste in Indonesia has become so acute that the army has been called in to help.
👉… https://t.co/Qt2S1UlKNf",http://t.co/9Yv7DJ1Pmu,1
1,0.765,Sat Apr 28 19:06:03 +0000 2018,0.0,0.68,0.32,❤️ This make-up artist is using her skills to help scarred women feel beautiful again. https://t.co/BuQ3vMwtPn,http://t.co/9Yv7DJ1Pmu,2
2,0.0,Sat Apr 28 18:01:06 +0000 2018,0.0,1.0,0.0,"The UK's obesity rates have more than trebled in the past 30 years. 
#BritainsFatFight https://t.co/xE8qL5t1yE",http://t.co/9Yv7DJ1Pmu,3
3,0.5994,Sat Apr 28 17:02:00 +0000 2018,0.0,0.786,0.214,🤖📸 @TWBBC have created a chatbot that can predict how influential your Instagram pictures will be before you post t… https://t.co/lvLPMQ8iyz,http://t.co/9Yv7DJ1Pmu,4
4,0.0,Sat Apr 28 16:29:48 +0000 2018,0.0,1.0,0.0,RT @BBCOne: It turns out Tamsin Greig has had some... sickly... experiences during her time on stage 🤢 #TheGNShow https://t.co/SOfsgk4bre,http://t.co/9Yv7DJ1Pmu,5
5,0.0,Sat Apr 28 16:03:03 +0000 2018,0.0,1.0,0.0,"⚖ BMI and obesity: Where are you on the UK fat scale? 

Try this calculator and see how you compare.
👉… https://t.co/dHecwNK6uG",http://t.co/9Yv7DJ1Pmu,6
6,-0.7906,Sat Apr 28 15:00:23 +0000 2018,0.389,0.611,0.0,Palm oil can destroy the habitats of orangutans - and poison your dog. https://t.co/8Pu4OmKRxh,http://t.co/9Yv7DJ1Pmu,7
7,0.0,Sat Apr 28 14:10:02 +0000 2018,0.0,1.0,0.0,"🌈👀 Depending on what language you speak, your eye perceives colours – and the world – differently from someone else… https://t.co/bjyH9RnpP6",http://t.co/9Yv7DJ1Pmu,8
8,0.0,Sat Apr 28 13:00:23 +0000 2018,0.0,1.0,0.0,"⛷🦅 A test of speed and agility.
#SuperFastFalcon https://t.co/kywvTfrLMw",http://t.co/9Yv7DJ1Pmu,9
9,0.3612,Sat Apr 28 12:00:21 +0000 2018,0.0,0.872,0.128,"😕 People are getting surgery to look like their Snapchat selfies...

It’s called ‘Snapchat dysmorphia’ - and it’s o… https://t.co/skDno7F9a1",http://t.co/9Yv7DJ1Pmu,10
10,0.0,Sat Apr 28 11:08:45 +0000 2018,0.0,1.0,0.0,"RT @BBCOne: Every, single, week 🤦‍♀️ https://t.co/d15I1CG9Iy",http://t.co/9Yv7DJ1Pmu,11
11,-0.2023,Sat Apr 28 11:00:17 +0000 2018,0.239,0.58,0.181,This cafe in Greater Manchester only employs former prisoners. https://t.co/7uQhzzVCYm,http://t.co/9Yv7DJ1Pmu,12
12,-0.4003,Sat Apr 28 10:32:00 +0000 2018,0.172,0.828,0.0,"🎤🎶Absolutely on fire! 🔥

The incredible @JessieJ performs a #GigInAMinute for #SoundsLikeFridayNight 

Watch it in… https://t.co/KAbgQz62te",http://t.co/9Yv7DJ1Pmu,13
13,0.0,Sat Apr 28 10:07:26 +0000 2018,0.0,1.0,0.0,RT @bbcideas: 🥚 Why nursery rhymes aren't always what they seem 🥚https://t.co/UfZnW0AUFG https://t.co/XCQCQBLTPS,http://t.co/9Yv7DJ1Pmu,14
14,0.1779,Sat Apr 28 10:00:12 +0000 2018,0.1,0.775,0.125,"Take the politics out of it. By the numbers, what would we gain – and lose – if all firearms suddenly were wiped of… https://t.co/byYeF15IeS",http://t.co/9Yv7DJ1Pmu,15
15,-0.0258,Sat Apr 28 09:00:19 +0000 2018,0.185,0.573,0.242,🦈 Australian lifeguards are now using drones to help prevent shark attacks. https://t.co/HDvy0MSlVo,http://t.co/9Yv7DJ1Pmu,16
16,0.0,Sat Apr 28 08:00:10 +0000 2018,0.0,1.0,0.0,"How does plastic actually enter our oceans? 
#OurBluePlanet  https://t.co/LdOt9inVFS",http://t.co/9Yv7DJ1Pmu,17
17,-0.5267,Fri Apr 27 18:24:05 +0000 2018,0.175,0.825,0.0,"Record levels of microplastics have been found trapped inside sea ice floating in the Arctic.
👉… https://t.co/TnDMONKhYD",http://t.co/9Yv7DJ1Pmu,18
18,0.296,Fri Apr 27 17:23:00 +0000 2018,0.0,0.885,0.115,"👏🎶Who will join saxophonist Robert Burton in the 2018 @BBCYoungMus semi-final? 

Watch the brass category final ton… https://t.co/SQwHSnaYmp",http://t.co/9Yv7DJ1Pmu,19
19,0.0,Fri Apr 27 16:01:06 +0000 2018,0.0,1.0,0.0,"🙌🎶 @George_Ezra. @AnneMarie. @NiallOfficial. @CHVRCHES. @Migos.

Tonight's #SoundsLikeFridayNight is going to be HU… https://t.co/13yecJuHFk",http://t.co/9Yv7DJ1Pmu,20
20,-0.7783,Fri Apr 27 15:01:05 +0000 2018,0.343,0.657,0.0,"💔🐴 Horses are regularly being 'fly-tipped' and left to die by irresponsible owners.
👉 https://t.co/pTjgWOddaz https://t.co/63k7pzfKmw",http://t.co/9Yv7DJ1Pmu,21
21,0.0,Fri Apr 27 13:00:19 +0000 2018,0.0,1.0,0.0,"🍔 Can lab-grown veggie alternatives wean us off our addiction to red meat?
👉https://t.co/1ZltVcmg1A https://t.co/XuB6LrEeZH",http://t.co/9Yv7DJ1Pmu,22
22,0.4199,Fri Apr 27 12:46:17 +0000 2018,0.0,0.878,0.122,RT @bbcpress: Thank you for the (new) music ABBA! We’ll bring you more info on this announcement in due course… https://t.co/t95MJu68Oa,http://t.co/9Yv7DJ1Pmu,23
23,0.0,Fri Apr 27 12:01:07 +0000 2018,0.0,1.0,0.0,"🍻🐶 How am I supposed to concentrate on what Stevie's saying when there's a dog over there?
https://t.co/Fu9LaC6WxG",http://t.co/9Yv7DJ1Pmu,24
24,0.0,Fri Apr 27 11:56:10 +0000 2018,0.0,1.0,0.0,RT @BBCNewsEnts: Big news for Abba fans - they've recorded two new songs https://t.co/8AbjhzEbeE,http://t.co/9Yv7DJ1Pmu,25
25,0.0,Fri Apr 27 11:00:23 +0000 2018,0.0,1.0,0.0,"Fancy a Cuddle-Me-Buff whilst I razzle this sausage?

These seven old English words deserve to make a comeback.
👉… https://t.co/7dPSsPsBKW",http://t.co/9Yv7DJ1Pmu,26
26,-0.3595,Fri Apr 27 10:44:50 +0000 2018,0.106,0.894,0.0,"RT @CBeebiesHQ: No detective work needed for this story… 🕵️

Elton John is going to be reading our #BedtimeStory very soon! 📚

@eltonoffici…",http://t.co/9Yv7DJ1Pmu,27
27,0.0,Fri Apr 27 10:09:31 +0000 2018,0.0,1.0,0.0,"💕 Louis Arthur Charles 💕

The Duke and Duchess of Cambridge reveal the name of their new prince.
👉… https://t.co/EXKxBTaqam",http://t.co/9Yv7DJ1Pmu,28
28,0.0,Fri Apr 27 08:48:14 +0000 2018,0.0,1.0,0.0,"😱😱😱 South Korean boy band @BTS_twt have announced a mammoth world tour which includes two UK dates!!! #BTS
👉… https://t.co/X6zgjEttlo",http://t.co/9Yv7DJ1Pmu,29
29,0.4019,Fri Apr 27 08:00:18 +0000 2018,0.0,0.748,0.252,Do you know how to help a 🐝 in need? https://t.co/FDtmxUkzGS,http://t.co/9Yv7DJ1Pmu,30
30,0.4767,Fri Apr 27 07:30:15 +0000 2018,0.0,0.795,0.205,"📸🍎 See the colourful winners of this year's Pink Lady @FoodPhotoAward.
👉 https://t.co/hLSxgDDeAQ https://t.co/M7AJIhLtVY",http://t.co/9Yv7DJ1Pmu,31
31,-0.3612,Fri Apr 27 07:00:24 +0000 2018,0.128,0.872,0.0,"Tom’s autism means he struggles to identify his own emotions and respond to others’. 

Could a new heartbeat-based… https://t.co/w2CjrJ9P5T",http://t.co/9Yv7DJ1Pmu,32
32,-0.4588,Thu Apr 26 20:05:00 +0000 2018,0.143,0.857,0.0,The heartbreaking story of the artist who gave the children of this concentration camp art lessons. Their beautiful… https://t.co/gMFqgqgtvg,http://t.co/9Yv7DJ1Pmu,33
33,-0.1761,Thu Apr 26 19:03:04 +0000 2018,0.082,0.918,0.0,"Take a detailed look at ambulance services, from the highly pressurised control rooms to the crews on the street. 🚑… https://t.co/ACZOCRjbgS",http://t.co/9Yv7DJ1Pmu,34
34,0.7506,Thu Apr 26 18:33:03 +0000 2018,0.0,0.738,0.262,"Follow a young family of falcons as they grow up in downtown Chicago. 🦅

Natural World: Super Fast Falcon | 8pm |… https://t.co/fDzkfaxMNM",http://t.co/9Yv7DJ1Pmu,35
35,0.3612,Thu Apr 26 18:01:09 +0000 2018,0.0,0.815,0.185,"😯 This woman from the 1920s looks EXACTLY like Benedict Cumberbatch.  
#TheGNShow https://t.co/ZkdgiM7ZVg",http://t.co/9Yv7DJ1Pmu,36
36,0.0,Thu Apr 26 16:08:02 +0000 2018,0.0,1.0,0.0,"RT @cbbc: If you can't wait to see @iamradzi on this week's ep of #BluePeter, turn him into an alien on the CBBC Buzz app! 📲🖍️➡️ https://t.…",http://t.co/9Yv7DJ1Pmu,37
37,0.4019,Thu Apr 26 16:00:25 +0000 2018,0.0,0.803,0.197,🔥👩‍🚒 These helmets use AR to help firefighters see through smoke. https://t.co/g0807qwa7z,http://t.co/9Yv7DJ1Pmu,38
38,0.0,Thu Apr 26 15:32:09 +0000 2018,0.0,1.0,0.0,"RT @bbcpress: Ahead of the final episode of #Civilisations, @Simon_Schama reveals his highlights from the series. Civilisations concludes t…",http://t.co/9Yv7DJ1Pmu,39
39,0.368,Thu Apr 26 14:34:22 +0000 2018,0.0,0.826,0.174,RT @bbcthree: FYI baby Neil from Gavin and Stacey is now a 10-year-old https://t.co/yGthNqOfZK,http://t.co/9Yv7DJ1Pmu,40
40,0.0,Thu Apr 26 14:13:03 +0000 2018,0.0,1.0,0.0,"🍽 Should you become a vegan?


Weigh up the pros and cons of meat-eating and veganism. 

🤔

https://t.co/g1xCjnAQFL https://t.co/tzJtDxicA7",http://t.co/9Yv7DJ1Pmu,41
41,0.0,Thu Apr 26 13:56:59 +0000 2018,0.0,1.0,0.0,RT @BBCScotlandNews: Polar bear cub to be named Hamish after public vote https://t.co/HgNRA8gLMu https://t.co/00LK3653xE,http://t.co/9Yv7DJ1Pmu,42
42,0.0,Thu Apr 26 12:58:05 +0000 2018,0.0,1.0,0.0,"🎤Rapper @kanyewest has a way with words. But instead of rap lyrics, these days he’s dropping knowledge on Twitter.… https://t.co/gInfDANKoX",http://t.co/9Yv7DJ1Pmu,43
43,0.0,Thu Apr 26 12:01:05 +0000 2018,0.0,1.0,0.0,💣🐜 Ever heard of 'exploding ants'? https://t.co/im9JhvRJtS,http://t.co/9Yv7DJ1Pmu,44
44,0.3182,Thu Apr 26 10:27:28 +0000 2018,0.0,0.897,0.103,"More than 40 companies, who are responsible for over 80% of UK supermarkets' plastic packaging, have signed up to a… https://t.co/Te1iNrkH3D",http://t.co/9Yv7DJ1Pmu,45
45,0.0,Thu Apr 26 08:01:06 +0000 2018,0.0,1.0,0.0,"🦎 Komodo dragons take on prey ten times their size!
#NaturesBiggestBeasts https://t.co/0WskNgK7aV",http://t.co/9Yv7DJ1Pmu,46
46,-0.5927,Thu Apr 26 07:29:06 +0000 2018,0.228,0.691,0.081,"🚑 In a medical emergency, the right response can save lives – but many of us are still doing the wrong thing...
👉… https://t.co/ncRpVF4Ybm",http://t.co/9Yv7DJ1Pmu,47
47,0.0,Thu Apr 26 07:00:10 +0000 2018,0.0,1.0,0.0,👟🗑 Do you plog? https://t.co/oN1HxQzQJS,http://t.co/9Yv7DJ1Pmu,48
48,0.0,Wed Apr 25 20:12:00 +0000 2018,0.0,1.0,0.0,"In 1941, Josef Jakobs was executed at the Tower of London, marking the end of a chapter in its history. https://t.co/q9nwuRjqmv",http://t.co/9Yv7DJ1Pmu,49
49,-0.1779,Wed Apr 25 19:03:06 +0000 2018,0.102,0.898,0.0,"Hugh Fearnley-Whittingstall is on a mission, asking food producers, restaurants and the government to confront Brit… https://t.co/EcfjGY9Hqo",http://t.co/9Yv7DJ1Pmu,50
50,-0.1531,Wed Apr 25 18:00:25 +0000 2018,0.105,0.818,0.077,☀️🛶 How an isolated indigenous community in Ecuador is protecting the Amazon jungle with its first solar powered ca… https://t.co/yHNXh2C0ZO,http://t.co/9Yv7DJ1Pmu,51
51,0.0,Wed Apr 25 17:01:10 +0000 2018,0.0,1.0,0.0,"🌱🍓 A man has told of how he 'got his mum back' after a diagnosis of Alzheimer's, in part, by getting her to follow… https://t.co/Bj8a8iAK61",http://t.co/9Yv7DJ1Pmu,52
52,-0.128,Wed Apr 25 16:00:21 +0000 2018,0.13,0.87,0.0,❤️🐿 The dating scene is tough when you're a red squirrel... https://t.co/BUTI5sOp3R,http://t.co/9Yv7DJ1Pmu,53
53,0.0,Wed Apr 25 14:44:29 +0000 2018,0.0,1.0,0.0,"🐧 🤣 When penguins... HONK!... interrupt... HONK!... your TV interview... HONK!   
#WorldPenguinDay https://t.co/mFUZec36Ne",http://t.co/9Yv7DJ1Pmu,54
54,-0.5994,Wed Apr 25 14:31:54 +0000 2018,0.231,0.769,0.0,"RT @BBCOne: .@HughFW is waging a war on waistlines. Tonight, 9pm, BBC One 🍔
#BritainsFatFight https://t.co/zYC7BECRw9",http://t.co/9Yv7DJ1Pmu,55
55,0.0,Wed Apr 25 14:30:12 +0000 2018,0.0,1.0,0.0,"RT @bbcmusic: OH HI @NiallOfficial 😍 

#SoundsLikeFridayNight https://t.co/Iw2xK5wMj7",http://t.co/9Yv7DJ1Pmu,56
56,0.0,Wed Apr 25 13:55:02 +0000 2018,0.0,1.0,0.0,"RT @BBC6Music: ""I essentially went to Hogwarts!""
- @SimonPegg reveals how to have the #BiggestWeekend in his hometown of Gloucester.

🎥 Lis…",http://t.co/9Yv7DJ1Pmu,57
57,0.0,Wed Apr 25 13:49:16 +0000 2018,0.0,1.0,0.0,🤠 Never turn your back on a man in a cowboy hat. https://t.co/CBkcugUzBO,http://t.co/9Yv7DJ1Pmu,58
58,0.7783,Wed Apr 25 12:36:12 +0000 2018,0.0,0.57,0.43,RT @BBCBreakfast: Just look at these gorgeous rescued bear cubs 😍 https://t.co/2wvTLiA01U,http://t.co/9Yv7DJ1Pmu,59
59,0.6369,Wed Apr 25 12:24:43 +0000 2018,0.0,0.802,0.198,RT @BBCTwo: This penguin swims thousands of miles every year to visit his best friend... 🐧💙 #WorldPenguinDay https://t.co/JlrMZ5exRE,http://t.co/9Yv7DJ1Pmu,60
60,0.0,Wed Apr 25 11:00:09 +0000 2018,0.0,1.0,0.0,Mums have responded to pictures of the Duchess of Cambridge leaving hospital following the birth of her third child… https://t.co/KQKq2MfdM8,http://t.co/9Yv7DJ1Pmu,61
61,0.0,Wed Apr 25 10:12:00 +0000 2018,0.0,1.0,0.0,🔥🌶 Some people just can't handle the heat. https://t.co/bcWeeTB8F1,http://t.co/9Yv7DJ1Pmu,62
62,0.4404,Wed Apr 25 08:41:42 +0000 2018,0.0,0.884,0.116,RT @TWBBC: We made a chatbot. Our chatbot predicts how influential your Instagram pictures will be before you post them. Our chatbot uses m…,http://t.co/9Yv7DJ1Pmu,63
63,-0.1027,Wed Apr 25 08:01:03 +0000 2018,0.104,0.896,0.0,💌 This woman will write you a letter when you're going through hard times. https://t.co/6WejY9BcoI,http://t.co/9Yv7DJ1Pmu,64
64,0.0,Wed Apr 25 07:28:08 +0000 2018,0.0,1.0,0.0,"📚 From ancient epics to modern novels, some narratives have changed history and influenced the mindsets of generati… https://t.co/QDcGy8jwXe",http://t.co/9Yv7DJ1Pmu,65
65,0.3182,Wed Apr 25 07:01:04 +0000 2018,0.07,0.796,0.134,"These children on Sal Island in Cape Verde are working hard to clean up their beaches. 
#OurBluePlanet https://t.co/IziZtoSeEp",http://t.co/9Yv7DJ1Pmu,66
66,-0.3612,Tue Apr 24 19:03:07 +0000 2018,0.128,0.872,0.0,"A leading divorce lawyer leaves the family firm for a rival, throwing her relationships into turmoil in the process… https://t.co/AHGrKnYPhA",http://t.co/9Yv7DJ1Pmu,67
67,0.25,Tue Apr 24 18:00:24 +0000 2018,0.0,0.882,0.118,"🐜🤖 By turning ant brains into algorithms, scientists have created robots that navigate without GPS. https://t.co/8qGDjewneC",http://t.co/9Yv7DJ1Pmu,68
68,-0.25,Tue Apr 24 17:01:03 +0000 2018,0.095,0.905,0.0,😲 Australian police say they will review how a 12-year-old boy travelled alone to Bali after he had a row with his… https://t.co/gskGhMaKgN,http://t.co/9Yv7DJ1Pmu,69
69,0.6908,Tue Apr 24 16:08:00 +0000 2018,0.0,0.691,0.309,RT @bbcwritersroom: Want to get yr first @BBC writing credit? We're running a #Comedy monologue opportunity alongside @bbcmusic @bbcintrodu…,http://t.co/9Yv7DJ1Pmu,70
70,0.0,Tue Apr 24 16:01:03 +0000 2018,0.0,1.0,0.0,"Queen Victoria was sort of the Darth Vader of the British Empire. 
#CunkOnBritain https://t.co/F4BGHWQtiz",http://t.co/9Yv7DJ1Pmu,71
71,0.0,Tue Apr 24 15:21:18 +0000 2018,0.0,1.0,0.0,"RT @BBCOne: When divorce is a family affair... 

#TheSplit. Starts tonight at 9pm on @BBCOne. https://t.co/T31iOt0GIx",http://t.co/9Yv7DJ1Pmu,72
72,-0.3818,Tue Apr 24 15:20:51 +0000 2018,0.133,0.867,0.0,"RT @BBCTwo: The Battle of Trafalgar really slowed down trade at the Pret a Manger. 😂🇬🇧 @missdianemorgan #CunkOnBritain
https://t.co/5tkFNfD…",http://t.co/9Yv7DJ1Pmu,73
73,-0.34,Tue Apr 24 15:16:28 +0000 2018,0.167,0.833,0.0,RT @BBCNews: Gun salute takes place in London for new prince https://t.co/g5AEWrmRec https://t.co/dBoijinHBe,http://t.co/9Yv7DJ1Pmu,74
74,-0.7506,Tue Apr 24 15:00:24 +0000 2018,0.262,0.738,0.0,"🤢🥚The planet Uranus has clouds made up of hydrogen sulphide, the gas that gives rotten eggs their unpleasant smell,… https://t.co/WWBR6BuUa3",http://t.co/9Yv7DJ1Pmu,75
75,0.3384,Tue Apr 24 13:01:04 +0000 2018,0.0,0.883,0.117,"📸❤️ This wedding photo will give you all the feels...

It's by the most committed photographer ever.
👉… https://t.co/BRtArfWGTM",http://t.co/9Yv7DJ1Pmu,76
76,-0.6523,Tue Apr 24 12:00:21 +0000 2018,0.325,0.675,0.0,"🐰 When your pet rabbit has got RAGE issues. 
#NightmarePetsSOS https://t.co/EQF2bAPgIF",http://t.co/9Yv7DJ1Pmu,77
77,-0.2006,Tue Apr 24 11:10:06 +0000 2018,0.171,0.695,0.134,"The faecal transplant, also known as trans-poo-sion, surely has the title of medicine's most disgusting procedure..… https://t.co/433qH3AFV6",http://t.co/9Yv7DJ1Pmu,78
78,0.75,Tue Apr 24 10:33:00 +0000 2018,0.0,0.701,0.299,Cheers! 🍬🍋 Sweet maker Gillian shows @NishaKatona how to make her gin and tonic marshmallows. #TopOfTheShop https://t.co/zLqZBO0Hg0,http://t.co/9Yv7DJ1Pmu,79
79,0.0,Tue Apr 24 10:12:04 +0000 2018,0.0,1.0,0.0,RT @BBCOne: Less than one month to go until the #RoyalWedding!  👰 💑 💍🎉❤️ https://t.co/4tpY4OERd0,http://t.co/9Yv7DJ1Pmu,80
80,0.2023,Tue Apr 24 10:08:25 +0000 2018,0.0,0.913,0.087,"RT @bbceurovision: ""May we have your points please?..."" @Rylan prepares the 2018 #Eurovision artists for the all important scoring. 🤣 https…",http://t.co/9Yv7DJ1Pmu,81
81,0.0,Tue Apr 24 09:08:33 +0000 2018,0.0,1.0,0.0,RT @BBCNewsround: Why is Millicent Fawcett getting her own statue in Parliament Square? https://t.co/e6fNQd9ezH https://t.co/y09ruvrxIT,http://t.co/9Yv7DJ1Pmu,82
82,0.2732,Tue Apr 24 09:02:42 +0000 2018,0.0,0.913,0.087,RT @BBCLookEast: Well done @simonsmarathon who completed the London Marathon late last night - he is the first man to finish the race using…,http://t.co/9Yv7DJ1Pmu,83
83,0.0,Tue Apr 24 08:47:41 +0000 2018,0.0,1.0,0.0,"RT @BBCGetIn: **DEADLINE ALERT**

Just 4 days left to apply for our Communications Trainee Scheme!

Applications close on Thursday 26th Apr…",http://t.co/9Yv7DJ1Pmu,84
84,0.765,Tue Apr 24 08:01:02 +0000 2018,0.0,0.68,0.32,❤️ This make-up artist is using her skills to help scarred women feel beautiful again. https://t.co/BuQ3vMwtPn,http://t.co/9Yv7DJ1Pmu,85
85,0.0,Tue Apr 24 07:29:05 +0000 2018,0.0,1.0,0.0,"🌈👀 Did you know that depending on what language you speak, your eye perceives colours – and the world – differently… https://t.co/Q6Cn2rteK3",http://t.co/9Yv7DJ1Pmu,86
86,-0.7003,Tue Apr 24 07:00:08 +0000 2018,0.271,0.639,0.09,"‘I’m determined to prove the terrorists wrong.’

Martin was paralysed in the Manchester Arena attack and is now tra… https://t.co/qTRSdGxBeJ",http://t.co/9Yv7DJ1Pmu,87
87,0.0,Mon Apr 23 19:15:23 +0000 2018,0.0,1.0,0.0,"RT @BBCTwo: It's #ShakespearesBirthday so here's Hamlet's famous ""To be or not to be"" speech, performed by Andrew Scott! 📜🎭🎂 https://t.co/b…",http://t.co/9Yv7DJ1Pmu,88
88,0.0,Mon Apr 23 18:53:11 +0000 2018,0.0,1.0,0.0,👶💖 The Duke and Duchess of Cambridge introduce their new son to the world. https://t.co/nmrD1axv6Y,http://t.co/9Yv7DJ1Pmu,89
89,0.0,Mon Apr 23 18:01:04 +0000 2018,0.0,1.0,0.0,✈️ Do you know how to wear an oxygen mask?  https://t.co/pf8lvubtc9,http://t.co/9Yv7DJ1Pmu,90
90,0.0,Mon Apr 23 16:58:47 +0000 2018,0.0,1.0,0.0,RT @BBCBreaking: The Duke and Duchess of Cambridge show off new son outside London hospital https://t.co/lGZ2YAK7um #royalbaby https://t.co…,http://t.co/9Yv7DJ1Pmu,91
91,0.0,Mon Apr 23 16:23:06 +0000 2018,0.0,1.0,0.0,❤️ The Duke of Cambridge has arrived at hospital with Prince George &amp; Princess Charlotte following birth of their b… https://t.co/w0QF6vPprS,http://t.co/9Yv7DJ1Pmu,92
92,-0.4767,Mon Apr 23 16:01:07 +0000 2018,0.205,0.795,0.0,"😂 That time the police busted Mary Berry smuggling ingredients into America… 
#TheGNShow https://t.co/slxL3klU3h",http://t.co/9Yv7DJ1Pmu,93
93,-0.3182,Mon Apr 23 15:32:35 +0000 2018,0.108,0.892,0.0,"How much do you know about England, the English and the frequently odd things they do and eat? Celebrate… https://t.co/zCiIrdYYkW",http://t.co/9Yv7DJ1Pmu,94
94,0.0,Mon Apr 23 15:03:01 +0000 2018,0.0,1.0,0.0,"How does plastic actually enter our oceans? 
#OurBluePlanet  https://t.co/LdOt9inVFS",http://t.co/9Yv7DJ1Pmu,95
95,0.0,Mon Apr 23 13:53:37 +0000 2018,0.0,1.0,0.0,RT @BBCNews: #royalbaby: Formal notice of birth displayed on forecourt of Buckingham Palace https://t.co/jU2MrpGseg https://t.co/wWgoKAeFaJ,http://t.co/9Yv7DJ1Pmu,96
96,0.2263,Mon Apr 23 13:32:04 +0000 2018,0.102,0.756,0.142,🐶❤️ Australian police have praised a dog for remaining with a three-year-old girl as she spent a night lost in bush… https://t.co/oGu1MgHiI0,http://t.co/9Yv7DJ1Pmu,97
97,0.2263,Mon Apr 23 12:33:00 +0000 2018,0.059,0.844,0.097,"Beth is a trainee nurse about to start working in A&amp;E. 🏥🚑

Can former nurse Una calm her nerves via a hidden earpie… https://t.co/Z1HXesGbkQ",http://t.co/9Yv7DJ1Pmu,98
98,0.0,Mon Apr 23 12:09:01 +0000 2018,0.0,1.0,0.0,"👶❤️ It's a boy! 

The Duchess of Cambridge gives birth to her third child, who is fifth in line to throne. 
👉… https://t.co/txzbor7jKG",http://t.co/9Yv7DJ1Pmu,99
99,0.0,Mon Apr 23 11:27:23 +0000 2018,0.0,1.0,0.0,"Arthur? Albert? Mary? Alice?

As the Duchess of Cambridge goes into labour with her third child, speculation contin… https://t.co/3a65q968kv",http://t.co/9Yv7DJ1Pmu,100
0,0.0,Thu Apr 26 23:40:24 +0000 2018,0.0,1.0,0.0,These stars are going undercover for #CelebrityBoss! Find out more about Celebrity @undercover_cbs premiering May 1… https://t.co/Deyn76ADT9,https://t.co/pv1oxSnkdj,1
1,0.75,Wed Apr 25 21:48:49 +0000 2018,0.0,0.687,0.313,"New courage. New hope. New season. 

Season 3 of @CodeBlackCBS premieres TONIGHT at 10/9c on CBS! https://t.co/rR8xUCKlzI",https://t.co/pv1oxSnkdj,2
2,0.5719,Wed Apr 25 18:09:50 +0000 2018,0.0,0.837,0.163,Celebrate #DNADay by letting your forensic flag fly and revisit some classic episodes of @CSI_CBS on CBS All Access… https://t.co/YCbHDK2r4b,https://t.co/pv1oxSnkdj,3
3,0.6239,Wed Apr 25 16:55:33 +0000 2018,0.0,0.779,0.221,"Get ready for big reveals, dramatic conclusions, and huge guest stars! Find out more about the 2017-2018 season fin… https://t.co/xcBChnjEvH",https://t.co/pv1oxSnkdj,4
4,0.6696,Mon Apr 23 21:03:22 +0000 2018,0.0,0.756,0.244,Who’s ready to see these moves? 🕺 Tune in to the @latelateshow’s Carpool Karaoke Primetime Special TONIGHT at 10/9c! https://t.co/gjrURqXaPN,https://t.co/pv1oxSnkdj,5
5,0.4019,Sun Apr 22 16:00:03 +0000 2018,0.0,0.863,0.137,"The 53rd #ACMawards turned into one big party when @KeithUrban and @juliamichaels performed their upbeat single ""Co… https://t.co/Q3Zj3EzuNs",https://t.co/pv1oxSnkdj,6
6,-0.4019,Fri Apr 20 22:00:01 +0000 2018,0.105,0.895,0.0,A blind date was all it took. Learn more about Meghan Markle and her road to royalty from the people who know her b… https://t.co/fEAMUblPQ4,https://t.co/pv1oxSnkdj,7
7,0.0,Fri Apr 20 17:34:37 +0000 2018,0.0,1.0,0.0,RT @carrieunderwood: ICYMI! Watch Carrie’s performance of #CryPretty from the #ACMawards below! -TeamCU https://t.co/T9I3ko2xFu,https://t.co/pv1oxSnkdj,8
8,0.0,Thu Apr 19 20:00:00 +0000 2018,0.0,1.0,0.0,There's a new addition to the cast of the upcoming revival of Murphy Brown!  Learn more about Tyne Daly's character… https://t.co/ijSXSLyDaR,https://t.co/pv1oxSnkdj,9
9,0.4877,Thu Apr 19 19:00:02 +0000 2018,0.0,0.826,0.174,"Country superstar @LukeBryanOnline delivers his moving anthem ""Most People Are Good"" at the 53rd #ACMawards:… https://t.co/GhhAsEDqmq",https://t.co/pv1oxSnkdj,10
10,0.4939,Thu Apr 19 17:08:44 +0000 2018,0.0,0.868,0.132,"Coming to CBS All Access June 14, #StrangeAngel is inspired by the real life story of Jack Parsons and explores the… https://t.co/IsPrXRNXye",https://t.co/pv1oxSnkdj,11
11,0.4199,Wed Apr 18 21:00:01 +0000 2018,0.0,0.859,0.141,When you realize there are TWO episodes of @CrimMinds_CBS tonight! 👏 Who’s ready for the double-episode season fina… https://t.co/CWVAHHeIGr,https://t.co/pv1oxSnkdj,12
12,0.7688,Wed Apr 18 18:57:45 +0000 2018,0.0,0.706,0.294,Giving you even more reasons to celebrate! 🎉 See which CBS series are back for another year: https://t.co/O2LI0eJXTA https://t.co/H436kL1jSK,https://t.co/pv1oxSnkdj,13
13,0.5994,Wed Apr 18 17:00:03 +0000 2018,0.0,0.804,0.196,"Watch country star @blakeshelton belt out his beautiful ballad ""I Lived It"" at the 53rd #AMCawards:… https://t.co/w0WRmpQ6fk",https://t.co/pv1oxSnkdj,14
